web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584088328-6934","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","An enjoyable read for an adult Potter fan","Reviewed in the United States on August 3, 2016","Some very mild spoilers...
11 year old me would probably not like this book but nearly 30 year old me is very pleased with the story. I genuinely don't get the complaints about the characters. I thought it was pretty great seeing them in a grown up and way more complex context. Harry's not perfect and he's not great at everything and he has emotional scars. Who wouldn't after what he went through?! I liked the plot, it was pretty cool revisiting some of the previous stories and I loved the alternate reality where Hermione was full on warrior resistance leader. As someone who has literally grown up with Harry Potter, as an adult fan this book is a success for me.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_184?ie=UTF8&filterByStar=four_star&pageNumber=184&reviewerType=all_reviews&sortBy=recent"
"1584088036-5615","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Farmer Mike","ok","Reviewed in the United States on November 22, 2016","It was ok but where was George and Fred?Why did Ron run the joke shop?I thought It was George and Freds business.Over all ot was ok.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=four_star&pageNumber=52&reviewerType=all_reviews&sortBy=recent"
"1584088107-5939","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Pat Bren","Good story","Reviewed in the United States on October 4, 2016","It reads like a play.  Once you get use to that, the story is wonderful.  She has such an imagination.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&filterByStar=four_star&pageNumber=85&reviewerType=all_reviews&sortBy=recent"
"1584088354-7051","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Ashley R. Meador","Can't wait to see it live","Reviewed in the United States on August 1, 2016","Missing some characters I think should have been involved, but pretty good on the whole.  Nice addition to the Potter series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_196?ie=UTF8&filterByStar=four_star&pageNumber=196&reviewerType=all_reviews&sortBy=recent"
"1584088267-6652","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","ks","Better than expected.","Reviewed in the United States on August 15, 2016","After reading some of the reviews, I was a bit hesitant to read Harry Potter and the Cursed Child. I'm glad I decided that I couldn't not know and after getting used to the script format, I really enjoyed the ""rest of the story."" It made me want to start all over again with the first book.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=four_star&pageNumber=156&reviewerType=all_reviews&sortBy=recent"
"1584088088-5853","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on October 9, 2016","Was a good read!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&filterByStar=four_star&pageNumber=76&reviewerType=all_reviews&sortBy=recent"
"1584088155-6153","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Jami Steimle","it is a very quick and fantastic read for being a script","Reviewed in the United States on September 27, 2016","As a true Potter-head, I went into this book with the expectation of the usual depth of the other books.  It was a bit disappointing that there wasn't the same development; however, it is a very quick and fantastic read for being a script.  Love, love, love the Potters!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_106?ie=UTF8&filterByStar=four_star&pageNumber=106&reviewerType=all_reviews&sortBy=recent"
"1584088360-7087","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Astro bell","Entertaining read","Reviewed in the United States on July 31, 2016","This book just doesn't compare to the rest of the series but was enjoyable nonetheless. Glad to be able to read a continuation of the harry potter story.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_199?ie=UTF8&filterByStar=four_star&pageNumber=199&reviewerType=all_reviews&sortBy=recent"
"1584088333-6953","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Lynda Newman","Was not disappointed would have preferred a novel not screen play as ...","Reviewed in the United States on August 3, 2016","Big  Potter fan. Was not disappointed  would have preferred a novel not screen play as this really could have been expanded","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&filterByStar=four_star&pageNumber=186&reviewerType=all_reviews&sortBy=recent"
"1584088163-6196","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Francisca J. Benitez","Great book, not so great delivery company.","Reviewed in the United States on September 20, 2016","I liked the book a lot, but I've would have enjoyed a lot more if the delivery guys didn't make a lot of trouble about the P.O.Box.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_110?ie=UTF8&filterByStar=four_star&pageNumber=110&reviewerType=all_reviews&sortBy=recent"
"1584088146-6118","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on September 29, 2016","Better than I thought.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_102?ie=UTF8&filterByStar=four_star&pageNumber=102&reviewerType=all_reviews&sortBy=recent"
"1584088006-5488","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Gru","A quick fun read","Reviewed in the United States on January 1, 2017","Nice to visit some familiar characters. Would have loved it more fleshed out as a proper novel but still enjoyed it as a screenplay.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=four_star&pageNumber=39&reviewerType=all_reviews&sortBy=recent"
"1584087969-5320","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Tracy Whipple","Just don't go in expecting to read a sequel to Harry Potter","Reviewed in the United States on June 5, 2017","I have read and heard a number of negative reviews from people that expected this screenplay to be the dynamic storytelling of the HP series combined with the cinematic powerhouse effects of specifically the last 4 movies. This is a screenplay that is built for the stage- not the screen and not just simply the imagination. The story telling was therefore more subtle, but in my opinion more emotionally profound in many ways. Definitely worth the read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=four_star&pageNumber=23&reviewerType=all_reviews&sortBy=recent"
"1584088172-6232","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Debbie Soup","Harry Potter cursed child review","Reviewed in the United States on September 17, 2016","I found this story hard to get into at first because Harry's son is starting to have a personality so different from his father and he also doesn't like Harry. Once the adventure began, it was an excellent story with a satisfying ending. It is a fast read and nice to find out what would have been some of the alternative possibilities to my favorite story .  I enjoyed the few ""Ah ha!"" Moments which extended the understanding of favorite characters.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&filterByStar=four_star&pageNumber=114&reviewerType=all_reviews&sortBy=recent"
"1584088159-6170","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","linda","Four Stars","Reviewed in the United States on September 23, 2016","It was fine","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&filterByStar=four_star&pageNumber=108&reviewerType=all_reviews&sortBy=recent"
"1584088175-6246","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Great read, but not as good as books 1-7","Reviewed in the United States on September 15, 2016","Great read, but not as good as books 1-7! This is probably more because the books are novels and this is a play, but still worth the read and money!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&filterByStar=four_star&pageNumber=115&reviewerType=all_reviews&sortBy=recent"
"1584088139-6082","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Mauricio","Four Stars","Reviewed in the United States on September 29, 2016","A nostalgic comeback to the world of Harry Potter. Thanks Jo.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_99?ie=UTF8&filterByStar=four_star&pageNumber=99&reviewerType=all_reviews&sortBy=recent"
"1584088267-6656","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","E. D.","More is less","Reviewed in the United States on August 15, 2016","Enjoyed visiting with the Harry Potter characters.  Plot relies on prior knowledge.  Lacks the plot, scene, character development of the originals; more like an outline for Book eight.  Would like to see a performance though.  Good to introduce kids to scripts.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=four_star&pageNumber=156&reviewerType=all_reviews&sortBy=recent"
"1584088121-5999","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amy North","I wonder if a few of the ideas introduced in this are a bit better flushed out now that the play has opened in ...","Reviewed in the United States on October 2, 2016","I think it's important that readers remember that this is A.) a Rehearsal Edition Script and B.) It wasn't written by JK Rowling.  I wonder if a few of the ideas introduced in this are a bit better flushed out now that the play has opened in London.  Overall, I enjoyed revisiting the Harry Potter universe.  I'll take any excuse to immerse myself in the world that has been so influential to me throughout my adolescence and adulthood.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_91?ie=UTF8&filterByStar=four_star&pageNumber=91&reviewerType=all_reviews&sortBy=recent"
"1584087990-5414","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Sharon Mingo Clark","Very good follow through(thru) on past POTTER stories","Reviewed in the United States on January 31, 2017","Very good follow through(thru) on past POTTER stories.  Still choices/paths of story line would prefer go another direction.
  (Saving Harry's parents, for  example)  Leaves room for more/ sequels.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&filterByStar=four_star&pageNumber=32&reviewerType=all_reviews&sortBy=recent"
"1584088015-5523","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Hannah","but I like it well enough","Reviewed in the United States on December 21, 2016","It's not of the same quality as the original Harry Potter series, but I like it well enough. Worth the buy for more of the HP world.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=four_star&pageNumber=43&reviewerType=all_reviews&sortBy=recent"
"1584088181-6271","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Parthenon","And it was great to be reunited with the characters and the school ...","Reviewed in the United States on September 12, 2016","I know it's a screen play, and that DID take some getting used to (I had to read it aloud to keep the characters straight) BUT, it's still Harry Potter! And it was great to be reunited with the characters and the school and the magic. Some seemed a little predictable, but I savored most every minute of it! Definitely worth reading if you are a Potter fan!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&filterByStar=four_star&pageNumber=118&reviewerType=all_reviews&sortBy=recent"
"1584087972-5332","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","M.Marie","This book is great, according to my son","Reviewed in the United States on May 18, 2017","This book is great, according to my son.  May want to note, though, it's written like a play.  Some may be put off by that, some may appreciate it more.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=four_star&pageNumber=24&reviewerType=all_reviews&sortBy=recent"
"1584087997-5446","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Annette brewer","Harry Potter and the cursed child---","Reviewed in the United States on January 15, 2017","This book is the fix needed for Harry Potter fans. So pleased the story continues. Hopefully this will be made into one great movie, not two. This book brings us back and forth --- past and present which is great for recalling the past books details.  Cannot wait for part two. I thought I'd be put off by the script formatting but I was able to read this book as a book not a script.  Again well done.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=four_star&pageNumber=35&reviewerType=all_reviews&sortBy=recent"
"1584088025-5559","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Max","I liked it so far but I would rather it be ...","Reviewed in the United States on December 9, 2016","I liked it so far but I would rather it be in book form. I'm not to keen on reading plays.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=four_star&pageNumber=47&reviewerType=all_reviews&sortBy=recent"
"1584087944-5207","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Robert Day","Four Stars","Reviewed in the United States on March 23, 2018","fun to follow Harry and the gang, but not as good as the original series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=four_star&pageNumber=11&reviewerType=all_reviews&sortBy=recent"
"1584088284-6738","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Frank","I can say its not my favorite story of all the books","Reviewed in the United States on August 10, 2016","If you are a fan of the books and hesitating to read this new book, do so. Having grown up with these books and having read all the books more than once I look forward to sharing these books with my son when he is old enough to read. I was cautious to dive into this new story and finally I gave in and picked up a copy of this play. I can say its not my favorite story of all the books. However I enjoyed it and was glad to see the characters in their grown up form and working through life (work and raising the kids). I for one believe the characters kept their integrity. The characters did not change work for their families as evident by the struggle to raise the kids while exposed to the adult world of responsibility. The new main characters the children of the protagonist from the original books are a welcome addition to the story and like all the other books there is a moral to the story.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_164?ie=UTF8&filterByStar=four_star&pageNumber=164&reviewerType=all_reviews&sortBy=recent"
"1584088233-6503","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","Pleased with the story, as long as you think of it as a stand alone story NOT the 8th Harry Potter book","Reviewed in the United States on August 26, 2016","This was obviously one of the most anticipated releases of the year. Harry Potter has a huge following and many people from my generation (myself included) grew up with Harry. These books are hands down the reason I learned to love reading. There’s also a few things you should know about this installment, if you don’t already: its written as a script and while the story is from J.K. Rowling, it still had to be translated to a play form so we don’t get a lot of the descriptions and detail we are used to in the books. There were absolutely phrases I recognized and I was so appreciative of that. I’m not saying this is necessarily a disappointment, and I know it was necessary to adapt the story to a script. Still, I missed it.

That being said, did I enjoy the story? Yes, I did. I honestly did not have any expectations, because how could you when the story is told in such a different format? In a way, I think Rowling is smart to do it this way. If she had simply written another book, would I have been disappointed if it didn’t live up to the first seven? Probably. Most likely. But with a play..its new and original. Its a standalone, in a way, and I can appreciate it for what it is.

As for the story line, there were many aspects that were really heartwarming. There were elements from past books, and scenes with characters I never imagined I would see again. There are relationships I was happy to watch develop. I don’t want to say too much about the plot though. The story mainly follows Albus Severus Potter and his adventure. There’s not as much time spent at Hogwarts, not as much magic and spells, yet I still enjoyed it. It is not, by any means, a continuation of the series. It is a standalone play, but we do get to revisit our beloved characters one last time. There was so much nostalgia with this story!

The dialogue is also hilarious. Ron is still as goofy as ever, and Hermione is equally bossy.

“Ron: Honestly, every time I sit down I make an “ooof” noise. An “ooof.” And my feet- thr trouble I’m having with my feet- I could write songs about the pin my feet give me- maybe your scar is like that.”

Page 67

Harry is still same old Harry, and I was very pleased with his relationship with Ginny.

“Harry: I’d do anything for him.

Ginny: You’d do anything for anybody. You were pretty happy to sacrifice yourself for the world.”

Page 277

Oh and Scorpius was darling! I loved his character. His relationship with Albus made me nostalgic for the Ron, Hermione, Harry days.

I also really did love all of the references to Harry’s adventures from his childhood. I experienced some major Harry Potter nostalgia going through this play. The ending was also very poetic, in a way we ended where everything began. Overall, I was pleased with this Harry Potter story. It was a lovely tribute to our favorite characters, and we even learned a little more about some of them. My only regret is that I can’t see it on stage! Maybe one day :)","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&filterByStar=four_star&pageNumber=141&reviewerType=all_reviews&sortBy=recent"
"1584088273-6679","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","CORINNE","Great easy and fun read","Reviewed in the United States on August 14, 2016","Okay so after reading this I went to the reviews to see what people were saying about it I am a firm believer is reading a book if you want to read it before you read reviews because every one has there own opinion. So first off no it does not seem like the writing of jk all that much however I did enjoy the book a lot which is why I gave it 4/5 people were saying it didn't seem like a harry potter book but I highly disagree I really think it does. Only thing I really didn't like about this book was that it sped through parts of his child's life that I would have like to read a little more into. Because in the harry potter books he was in year one in book one and so on and so forth I knew it wouldn't be drawn out that much but I did think that It would give you a little more information. Overall I would recommend reading this book I enjoyed it and it was a very easy and fun read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_159?ie=UTF8&filterByStar=four_star&pageNumber=159&reviewerType=all_reviews&sortBy=recent"
"1584088222-6450","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Felicis","Good enough","Reviewed in the United States on August 30, 2016","It tells a good story and throws some old school goodies in for even the most hardcore of fans to somewhat enjoy. I'd recommend it as a light read regardless though I do keep it separate from the core books.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&filterByStar=four_star&pageNumber=136&reviewerType=all_reviews&sortBy=recent"
"1584088159-6175","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Karla","Would Buy Again","Reviewed in the United States on September 23, 2016","I had read/listened to some of the play spoilers before purchasing the book but it was still great to read it. Because Jo was one of the writers, this is tied to the Harry Potter series and I have been reading these for the past 17 years, I had to purchase and read The Cursed Child. I agree with many other HP book fans that this play is more of a standalone entity than a continuation of the series. The characters aren't very true to themselves, however, it is great to learn a little more about the next generation and see some interesting explanations (that could be true) for the original seven books.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_108?ie=UTF8&filterByStar=four_star&pageNumber=108&reviewerType=all_reviews&sortBy=recent"
"1584088337-6978","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Bootstrap","It's a plays to read. And I hate reading plays.","Reviewed in the United States on August 3, 2016","This play was so good, I really liked reading it; could not put it down! It was the characters that we know, love, and grew up with-many of us. Along with new ones.  It was really awesome to go back to Hogworts with the younger, newer generation. The effects were(reading about them) were crazy! They set good scenes for the plot and they really built the action and tension and the stressfulness of the plot well!

I feel that this book is getting a lot of bad press because people are thinking, ""oh, it's a Harry Potter book written by JK Rowling!"" No, it's a PLAY ADAPTATION of the original story, that she came up with that was read a approved by her! Its says so right on the cover people! I mean come on, I know that going into it that it was a PLAY SCRIPT! I hate to break the news to you, but it reads like one too!
Regardless of that, the band of characters were great, and it was really enjoyable, and if you understand that it's, a script to a play that was approved by Rowling, you will really like reading it. It really makes you want to see the play.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_188?ie=UTF8&filterByStar=four_star&pageNumber=188&reviewerType=all_reviews&sortBy=recent"
"1584088020-5542","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","6thGraderReviewer","Example Headline","Reviewed in the United States on December 14, 2016","Example Review","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=four_star&pageNumber=45&reviewerType=all_reviews&sortBy=recent"
